15.36896992,75.11917877,"PB Rd, Vidya Nagar, Hubli"
10.23635674,77.49055481,"Club Road, Kodaikanal, Club Road, Kodaikanal, Laws Ghat Rd, Kodaikanal"
22.59118462,88.4153595,
18.9538765,73.17350769,"Mumbai-Pune National Highway, Between Amol & Raigad Petrol Pump, Shedung Village, Panvel, Maharashtra 410206, National Highway 4, Shedung"
32.53424835,75.97985077,"Dalhousie Rd, Dalhousie, Chamba, Himachal Pradesh 176304, Dhupguri, Dalhousie"
21.18333626,70.57808685,
12.87544537,74.84841156,"Light House Hill Rd Mangalore, Karnataka 574001, KMC Mercara Trunk Rd, Hampankatta, Mangalore"
28.54859352,77.23679352,
13.07649422,80.26246643,"Kenneth Ln, Egmore, Chennai"
13.06600475,80.24217987,"144-145, Sterling Road, Nungambakkam, Chennai, Tamil Nadu 600034"
13.04601383,80.23939514,
15.27511597,76.38887024,
23.09707642,70.12601471,"P. O. Box 255, Survey no 98, Galpadar, Near Airport Crossing,, Gandhidham, Kachchh, P. O. Box 255, Survey no 98, Galpadar, Near Airport Crossing,, Gandhidham, Kachchh"
22.57897758,88.36025238,"134/1, Mahatma Gandhi Rd, Raja Katra, Kolkata"
32.24092484,77.18865967,"Near by Hadimba Temple, Hadimba Road, Manali"
22.30753708,80.48792267,
32.53657532,75.96593475,"Subhash Chownk, Moti Tiba, Dalhousie"
32.26317215,77.18824768,"Near Hadimba Road, Manali"
27.04251671,88.26615906,
32.54741669,75.96708679,"MDR 49, Lohali, Dalhousie"
27.03601646,88.26268005,
27.04480362,88.26741028,
22.55848503,88.35234833,"Madge Ln, Dharmatala, Taltala, Kolkata"
9.38203907,76.38977814,Muttar
15.92326546,75.67844391,
28.63406944,77.22184753,
13.06727028,80.25834656,"30, Montieth Road, Egmore, Chennai, Tamil Nadu 600 008, Monteith Ln, Egmore, Chennai"
25.43572617,75.64654541,
30.96762085,77.19165039,
13.07802773,80.24507141,"850, Periyar EVR Salai, New Bupathy Nagar, Chetpet, Chennai"
30.1459465,78.59928894,
15.27307415,76.39292145,"10/90, J.N. Road, Hospet, Karnataka, 583201, MVS Area, Hospet"
27.0471077,88.26610565,
27.33394432,88.61277771,"Paljore Stadium Road,Gangtok,Sikkim 737101, Arithang, Gangtok"
13.05589008,80.21110535,"79,100 Feet Road,Vadapalani,Chennai,Tamil nadu 600026, Kanniappa St, Thiru Nagar Colony, NGO Colony, Vadapalani, Chennai"
22.56547356,88.35385895,"4 C,Madan Street,Chandi Chowk,Kolkata,West Bengal 700072, Chandni Chawk, Bow Bazaar, Kolkata"
32.53914261,75.96798706,"MDR 49, Moti Tiba, Dalhousie"
13.04754543,80.24005127,"29, Thirumalai Pillai Ln, Satyamurthy Nagar, Thiyagaraya Nagar, Chennai"
10.23810959,77.48918152,"No. 8/59, Post Office Road, Post Office Rd, Kodaikanal"
30.55879211,77.29459381,"Kumarhatti - Sarahan - Nahan Rd, Ramkundi, Nahan"
11.55168629,76.04026031,"Thalipuzha, Wayanad, India, Thalipuzha, Wayanad, India, Thalipuzha, Wayanad"
11.39917183,79.69120026,"60, Feet Main Road, Near New Bus stand, Kumbakonam - 612 001 Tamil Nadu, Dr Janir Hussain St, Anna Nagar, Kumbakonam"
12.8687048,74.84037018,"G.H.S Cross Rd, Hampankatta, Mangalore"
25.44636345,75.63643646,
9.498096466,76.3388443,"Pvt Ltd, Alleppey 12, Kerala, India, Resort Rd, Punnamada, Kottankulangara, Alappuzha"
15.46512699,75.003479,"Lamington Road,, Next to Chamber of Commerce,, Lamington Road,, Next to Chamber of Commerce,, Alnavar, Dharwad"
12.87055779,74.84179688,"K.S. Rao Road, Hampankatta, Mangalore, Hampankatta, Mangalore"
28.64120293,77.21528625,
28.64839935,77.21766663,
12.86918259,74.84979248,"Balmatta Road, Hampanakatta, Mangalore, Karnataka - 575001, Bendoor, Mangalore"
27.32912064,88.61376953,"Tibet Rd, Arithang, Gangtok"
15.92325974,75.67845154,
15.92333698,75.67843628,
13.05090523,80.24939728,"No 51, G N Chetty Road, Near American Embassey, T Nagar, No 51, G N Chetty Road, Near American Embassey, T Nagar, Chennai"
12.86895466,74.84166718,"K.S. Rao Road, Hampankatta, Mangalore, Hampankatta, Mangalore"
27.32793045,88.61265564,"Mahatma Gandhi Marg, Arithang, Gangtok"
32.53939819,75.97364044,"Dalhousie-ChambaRd, Moti Tiba, Dalhousie"
13.05466175,80.25771332,"Peters Rd, Peters Colony, Royapettah, Chennai"
32.24338531,77.1891098,"The Mall Road, Manali"
27.1593895,88.61569214,\N
13.02950191,80.2454834,"112,Chamiers Road,R A Puram,Nandanam,Chennai,Tamil Nadu 600035, Turnbulls Rd, Nandanam Extension, Nandanam, Chennai"
13.05668163,80.25507355,
12.97054386,80.14987946,"8/102, Shandy Road, Pallavaram, Pallavaram, Chennai"
22.54538918,88.36359406,"163 A, Park Street, Kolkata, West Bengal 700017, Park St, Beniapukur, Kolkata"
13.06361389,80.24415588,"No. 74, M G Road, Nungambakkam High Road, Chennai"
9.499471664,76.32585907,"West of North police Station, Sea View Ward, West of North police Station, Sea View Ward, Alappuzha (Alleppey)"
13.03990173,80.23449707,"Old #2, New #3, Venkatanarayana Road, Chennai"
32.53651428,75.98247528,
13.05272579,80.22808075,
11.60607529,76.34101868,"Sulthan Bathery Ooty Road,Mookkuthikunnu P.O,NoolPuzha, Wayanad ,Kerala, Sulthan Bathery Ooty Road,Mookkuthikunnu P.O,NoolPuzha, Wayanad ,Kerala, Sulthan Bathery-Chulliyode-Pandalur-Gudalur Rd, Nenmeni"
27.04049301,88.26431274,
12.86736298,74.84601593,"Falnir Road, Hampankatta, Mangalore"
27.33005714,88.61239624,
31.15394211,76.96831512,"Anchal Hotel near Tehsil, MDR 6"
28.6354084,77.21926117,
28.63040733,77.21607971,
13.17242813,80.27957153,Bashisht
32.53397751,75.97470093,"Moti Tiba, Dalhousie"
28.64572525,77.21607208,
13.07902145,80.24203491,"17, Rajarathinam Road, Kilpauk, Chennai, Tamil nadu, 600010"
32.23963547,77.18871307,"Nehru Kund, Burwa"
25.44737244,75.63523102,
25.44737244,75.63523102,
9.499998093,76.33874512,
12.8150177,74.84020233,"Chotamangalore, Azad Nagar, Ullal"
15.27895641,76.38874054,"Bus Stand Rd, Hospet"
15.6211977,77.27478027,
22.53632736,88.35665894,"28 A, Rowland Rd, Ballygunge, Kolkata"
32.24423981,77.1880722,"Siyal, Manali"
22.55584526,88.35437775,"33/4, Free School Street, Park Street, Mirza Ghalib St, Taltala, Kolkata"
28.64800644,77.21755219,
27.32806015,88.61264801,"M. G. Marg, Gangtok, Sikkim 737101, Mahatma Gandhi Marg, Arithang, Gangtok"
28.64838791,77.19087219,
10.2761631,77.16146088,\N
32.2396965,77.18871307,"New Hope Orchards, P.O Office, Chandigarh-Mandi-Manali Rd, Dhungri Village, Manali"
28.55012321,77.24880981,
12.41672707,76.68216705,
12.421628,76.6931076,
22.52483559,88.35542297,"37, Hazra Road, Kolkata, West Bengal 700029, Hazra Rd, Garcha, Ballygunge, Kolkata"
28.65090942,77.1936264,
22.30734444,73.18109894,
13.68400955,74.64571381,
32.53596878,75.98590088,"Khajjar Road, near Dps Dalhousie, Dalhousie Rd, Dhupguri, Dalhousie"
28.71338654,77.14664459,
32.23969269,77.1887207,Log Huts Area
22.5559082,88.37223053,"52,CIT Road, Ananda Palit Rd, Entally, Kolkata"
14.85155392,74.13193512,"Edapally - Panvel Hwy, Sadashivgad"
26.88701439,88.18795776,"State Highway 12, Mirik"
27.32675171,88.61133575,"31A National Highway, Opposite Super Market, 31A National Highway, Opposite Super Market, Lal Market Rd, Vishal Gaon, Gangtok"
32.24137115,77.18856812,Sagar Niwas
